,Date,Content
38,2021-11-07 1:16:31,masukan nih buat indodax  harusnya ada persentase keuntungan kerugian nya di aplikasi hp nya  biar kita tahu berapa persen kerugian atau keuntungan kita dari pertama awal beli     jangan kalah sama sebelah    terus biaya wd jangan terlalu mahal  kasian trader yang mau wd harian    ane kasih bintang  dulu selama belum ada perubahan dari indodax ya   
39,2021-11-14 12:59:57,saya kecewa verifikasi selalu gagal dengan alasan foto ktp tidak sesuai dengan yang sekarang   dan alasan foto buram     udah hubungi cs tetap aja alasan yang sama   padahal saya verifikasi di platform lain masih di terima   kenapa gak ada fitur finger print agar memudahkan user
40,2021-11-20 2:33:11,ini kenapa ya dari semalem tgl  nov  aplikasi jadi susah banget dibuka   udah install ulang pun sama aja padahal internet saya normal dan buat buka di  aplikasi exchange lainnya pun normal aja cuman di indodax aja error gak bisa kebuka
41,2021-11-19 12:05:19,untuk pengalaman saya   kalo mau investasi itu butuh modal besar   kalo kecil percuma gan   untung cuman  itu pun sudah besar   nyesal udah top up   kalo di tarik kepotong k
42,2021-11-18 1:16:31,mending ke warung sebelah aja     dsni withdraw lama dan biaya mahal  gw udah pakai  apk bersamaan  ketika butuh cairin dana warung sebelah cuma hitungan jam lgsg cair   sdgkan dsni udah  hr blm jg ada tanda 😒 kacau
43,2021-11-20 2:02:16,setelah di update aplikasi jadi sangat lemot   buruk sekali  transaksi trading saya jadi tersendat  buka beranda lama  buka market lama  buka saldo lama  tolonglah di perbaiki
44,2021-11-06 1:28:42,jual dan beli  nya   oke kadang cepet  lebih seringnya lama  sampe jamuran  sampe jadi nutrigel 🍅🤣 kalo ga ada perbaikan  pasti kalah ratting  kalah peminatan juga ame aplikasi sebelah    
45,2021-11-10 7:02:43,untuk pengguna baru hati hati sebelum transaksi    top up dari tanggal    sampai sekarang saldo nya masih belum masuk  sudah komplain  di oper oper terus  padahal cuma 
46,2021-11-20 1:05:50,ini kenapa lagi aplikasinya   gak bisa login    yang bener dikit dong   setiap update kendala terus   bukan bener malah parah
47,2021-11-15 9:15:46,udh gak recomendasi lagi   saya kasih bintang   kalau withdraw saya cpt di urusnya saya akan naikin  maaf ya  laporan sudah selesai tp gak ada mask tokenya  udh gak akan pakai lagi saya  masuk syukur gak mask yaudhhh
48,2021-11-18 6:14:21,banyak kali potongan biayanya dan penjualan kenapa ada minimal pula  biaya adminnya gila gilaan
49,2021-11-24 12:32:53,bisa ga balasan dari tim indodax ga pesan otomatis gt    banyak keluhan jawabanya sama      mohon maaf atas     dst     ini pun pasti jawabanya pasti gt    beda masalahnya  jawabanya   
50,2021-11-04 0:17:58,kapan ada coin sun di indodax  saya mau beli tapa di indodax tidak ada  padahal dimarket lain banyak  masa iya indodax tidak ada jual beli coin sun  parah      
51,2021-11-10 7:09:49,saya sudah pernah mendaftar sebelumnya  tapi karena ada alasan tertentu saya menghapus akun saya  sekarang saya mendaftar lagi dengan alamat email dan nomor hp yang sama  pendaftaran lancar sampai tahap aktivasi akun  tetapi waktu coba login harus verifikasi sms lewat nomor hp  saya tidak menerima  digit kode verifikasinya  waktu request kode juga cuma tertulis nomor hp sudah digunakan  tolong bantu masalah saya
52,2021-11-10 7:10:12,pembayaran virtual account  untuk tf via bni sudah ga ada  kenapa cuma ada  via pembayaran bca  sinarmas  my bank  kenapa  aku mau depo nih malah jadi ribet    
53,2021-11-15 2:42:02,sejak tanggal  november     november   saldo deposit saya belum juga masuk  sudah lapor  sudah bagi screenshot bukti transfer  eh balasannya transaksi berhasil terproses  padahal di indodax saya saldo belum nambah permainan apa ini     
54,2021-11-09 13:16:20,kehilangan no hp ya udah kehilaangan akun    kenapa kode otp harus lewat no hp   sedangkn apa gunannya email    saya sudah ikuti petunjuk kehilangan no hp tp dah  hari gak ada respon     dah lah 🐒🐒
55,2021-11-03 23:55:25,aplikasi seperti ini seharusnya di blokir saja karena sangat merugikan sekali     sangat tidak recommended jangan di install tolong ojk hapus saja    untuk jual dan beli pending sampai berjam hingga market sudah berubah harga    cuma di aplikasi ini yang ada maintenance aset crypto   dan akhirnya aset kita tidak bisa di jual    untuk penarikan juga sampai berhari hari tidak juga masuk    ribu biaya penarikan alias rampok   ini uang saya sendiri bukan saya pinjam dari indodax    brengsek    
56,2021-11-30 2:44:05,wkwkwkw pas beli koin yg harganya rendah lumayan banyak  abis maintenance lgsung hilang     permainannya sangat bagus 🤣🤣
57,2021-10-06 6:50:09,masih banyak bug  server sering eror  terkadang tidak bisa pakai limit order harus selalu menggunakan instan order  bukan masalah fee tapi limit order sangatlah penting untuk mendapatkan keuntungan maupun mengurangi kerugian aplikasi sering diperbarui tapi tidak berpengaruh apa apa 
58,2021-11-28 0:19:27,knpa inih indodax habis di updet ko gk bisa di buka apk nya sudah masukan pin juga bintang  dlu 
59,2021-11-13 3:19:24,padahal berharap banget sm indodax  tp malah rugi  gbza jual beli cepet  kl lg naik cpet sering gbza beli  beli harus jauh diatas  fee jual beli mahal  grafik aneh  lg naek berhenti  udah turun dr angka beli baru jalan lagi  aneh  
60,2021-11-06 8:24:24,mengapa saya login menggunakan email saya gak bisa ya kk   swya seorang pemula baru daftar tp gak bisa    sdgkan no hp saya mau registerasi ulang sdh gak bisa    mohon upgred ulang    😭😭😭
61,2021-11-21 0:32:45,parah sih ini indodax beli saham pas lagi turun     skrg naik di    malah turun saham saya  permainan apa pula ini indodax  saran jgn cba disini  aman cuman katanya  nyaman konon katannya
62,2021-11-05 7:32:39,saya kira memuaskan  ternyata menyakitkan pake aplikasi ini  harha keburu naik semua  duit nyangkut gk bs wd  sangat not recommended aplikasinya  apalagi pemula jangan dahhh pake ini  thanks
63,2021-11-27 13:14:11,bintang saya kurangi bos  trnyata klo di banding sama apk sebelah jauh lebih jelek dr semua mslh mulai dr biaya transaksi jual beli maupun widraw  ini mah apk nya mgkn hnya dibuat untuk yg uang nya banyak saja  klo uang nya hanya pasan bakalan habis hanya buat biaya transaksi saja
64,2021-11-08 3:15:43,tidak ada riwayat top up saldo   jadinya susah mengetahui saldo udah masuk belum  persentase plus minus pemegang koin juga tidak ada  jadinya harus ngitung sendiri 
65,2021-10-30 6:48:18,kalo deposit potongan   kalo tarik potongan    semoga membatu teman teman yg mempunyai modal kecil dihitung  lagi apakah ini berkerja atau tidaknya  sedikit sharing aja dari pada nantinya menyesal 
66,2021-11-21 6:05:39,market kripto paling busuk di indonesia  fee transaksi dan penarikan paling mahal tapi pelayanan paling busuk  uang org triliunan di market masa kalo market lg rame servernya down  maluin  tim it nya pecat aja 
67,2021-11-17 3:33:11,ini kenapa verifikasi saya kok ditolak dengan alasan ktp foto buram    astagfirullah    awal alasannya foto ggak sama dg ktp saya sudah foto berkali bilang tidak sama  akhirnya setelah saya coba beberapakali akhirnya diproses  dan  dapet email katanya verifikasi ditolak karena foto buram   hellow   maunya anda apa   data saya sudah dianda smuamloh ya  foto diri saya foto ktp kenapa masih dibilang alasan foto buram   tolong segera diproses karena foto ktp saya juga sudah dianda   
68,2021-12-01 9:44:46,kemana vidy     aku masih punya deposit tapi tiba  ilang     
69,2021-11-08 6:49:33,saya sudah verifikasi berkali tetep gagal  alasannya tidak menyantumkan foto indentitas sesuai ketentuan  padahal udah sesuai lo tapi malah gagal  tolong benerin perbaikan kerjaaan lu
70,2021-11-22 12:40:09,hnst tolong di delisted dari indodax  koin gak jelas banyak yang beli malah turun 
71,2021-11-01 3:44:34,tolong balikin lagi saldo bnb saya   saya melakukan penarikan ke bsc tadi malam sekitaran jam    di status sih tertera sukses tapi kok sampai sekarang belum juga masuk padahal sudah saya cek berkali kali alamat penerima dan sudah benar   sudah kena potongan nya gede   nggak masuk lagi      parah ni indodax      saya coba cek txid nya di bscscan tapi ngga ada riwayat sama sekali       tolong balikin lagi saldo bnb saya        alamat wallet penerima sudah benar tapi
72,2021-11-02 13:26:56,pelayanannya sekarang buruk  padahal saya sudah lama menggunakan indodax tapi sekarang kurang memuaskan  saya wd dari kemarin belum masuk ke wallet saya  padahal di riwayat transaksi sudah sukses bertanya kepada customer service jawabannya mohon menunggu menunggu sampai kapan  kalo sedang ada maintanance tolong dijelaskan  apa karena semua koin harganya sedang naik  jadi semua wd ditunda  ini hanya keluhan saya pribadi  terima kasih
73,2021-10-28 13:29:28,parah banget  gua yg harusnya cuan jadi rugi gara  gabisa tp shiba gara  server error   kalau udah kek gini mau tanggung jawab gak lu min  udah fee mahal  server bapuk  gua yg harusnya cuan jadi rugi  dah lah kalau gak ada solusi pindah binance aja gua
74,2021-10-31 14:44:15,beli koin aurora  trus mau jual di harga rp pake metode limit order harga sering stuck di   tapi gak ke jual jual  ini gimana sih kok sistemnya kaya gini  mau pake instant order tapi males gak untung mlah buntung
75,2021-11-10 7:23:41,sangat buruk proses withdrawnya disini   saya punya aplikasi binance  tokocrypto  twt  dan hotbit proses withdraw sangat cepat   tidak seperti indodax yang sangat lama   ini sudah dua hari sejak saya withdraw dan status masih pending
76,2021-11-09 7:51:08,sistem kinerja jual beli nya sangat lambat   lelet  berbeda dengan aplikasi pintu   bnb  cara penarikan   transfer jga cukup mahal  jd  uninstall lg aja dah
77,2021-11-28 13:28:04,sungguh terlalu pemberitahuan koin crypto vidyx dan vidy terlambat bahwa mau delisting dri indodax  bnyak sekali kerugian milyaran sekian banyak orang termasuk saya👌 licik sekali   kasihan yg rugi puluhan juta bahkan ratusan juta apa lagi masa pandemi thank indodax 👌
78,2021-10-26 2:33:12,ini tiap saat maintenance terus  saldo saya tiba tiba ga ada bagaimana ceritanya  tolong jangan di bawa kabur uang masyarakat dan uang kami ya  tolomg kerja sama dan pengertian nya   
79,2021-10-17 1:21:58,penarikan dana di weekend nya di percepat lg  dari keterangan faq  terkesan tidak peduli  silahkan hub bank yg penerima  karena statusnya sudah sukses menunggu xjam hari kerja  ini crypto tiap detik berubah  pengguna jg ingin memutar uangnya dengan real time 
80,2021-10-26 13:47:44,aplikasi jelek banget pindah aja ke toko sebelah   makin kesini makin kaya sampah nih market    tolol  market makin parah    maling terus kerjaan nya    free aja di gediin   kerja gak becus market nambah jadi sampah aja ini market tukang copet    saat ada yg pump gak bisa sell najis
81,2021-10-27 1:50:05,kenapa indodax sering bgt error     begini terus rugi nih   harusny cuan jd buang rugi  tolonglah perbanyak maintenance setiap hari  lalu informasikan kesetiap member pengumuman  waktu maintenance  agar kami tau kapan harus trading   kalau tdk ada perubahan indodax akan kehilangan bnyak member  
82,2021-10-15 2:44:53,maaf saya kurangi bintang nya untuk melihat graphic candle market nya tidak bisa di buka fee top up melalui bank seperti habis di rampok oleh pihak indodax biaya penarikan yang mahal sampai  ribu dan itu juga harus verifikasi ktp kalau tidak tidak bisa ditarik  kalau tidak bisa di tarik kenapa bisa top up  penarikan dalam bentuk aset biaya nya melebihi penarikan uang yang pada dasarnya sama saja dengan istilah merampok
83,2021-11-01 14:36:43,sistem verifikasi mengecewakan  udah nunggu  jam gataunya malah ditolak  padahal udah deposit disitu  tapi karna akun belum terverifikasi jadi nyangkut saldonya  tolong diperbaiki   dipercepat sistem verifikasinya
84,2021-11-02 21:32:24,kenapa dari kemaren² tiba² saya tidak bisa login aplikasi mobile  email  password  pin tdk berfungsi muter² balik lagi di halaman depan terus kalau tidak ada solusi saya pindah apk sebelah aja dah  
85,2021-10-28 3:18:19,sangat kacau  support pun tidak  jam online  jika ada permasalahan sangat lama dalam penanganan  untuk kualitas support masih kalah jauh sama tokokripto yang fast respon jam berapapun 
86,2021-11-10 0:29:15,awas aplikasi penipuan kemaren istri saya deposit juta udah sukses padahal tapi pas saya buka tida masuk ke dompet saya di aplikasi ini  saya tanya di gmail cuman di minta tunggu   hari kerja  eh di tungguin gaada konfirmasi lagi  bilangnya ada gangguan sistem lah apa lah banyak alesan  awas atiati yg mau instal ni aplikasi  jangan sampai kejadian spt saya terulang🥺 aplikasi penipu  uninstall lebih baik  adminya ga ramah juga malesin  semoga uangku balik lah ya ditunggu
87,2021-11-19 17:42:34,mantab indodax komentar gw dihapus  dikasih tau semalem lagi naik naik nya malah susah login bukanmya dibenerin malah rating komentar gw dihapus  mantab
88,2021-10-27 0:20:58,baru daftar udah disuguhi trouble  dengan jawaban email belum terdaftar  pada saat register ulang dengan jawaban udah terdaftar     dibolak balik terus    ujung ujungny login diblokir     gimana ini aplikasi gak jelas bingit   maaf🙏
89,2021-11-01 14:29:37,aneh ya  saya cek ktp saya terdeteksi ko di dukcapil  di cek ktp pun jelas ada detailnya kok gagal approve  udah ke deposit lagi  mau narik lagi ga bisa  gagal sudah gagal    
90,2021-10-29 0:21:50,indodax tolong perbaiki lagi servernya  kemarin pas shiba lagi mau pump pumpnya saya mau enty susah amat  delay terus  lemot  padahal  saya pakai wifi  pas mau take profit delay lagi  mau cencel order delay lagi  di situsnya juga sama  tolong perbaiki ya  dan tingkatkan lagi servernya
91,2021-11-02 23:47:16,transaksi menggunakan limit order dengan harga    dan harga pasaran    tapi pas harga pasaran udah sama denga harga limit order belum juga di prosea padahal harganya udah bolak balik kena harga limit order tapi transaksinya masi di antrian penting  respon transaksi limit ordernya lelet padahal udah sama kaya harga pasarannya  parah mendingan main  binomo 
92,2021-11-07 8:31:44,baru pakai beberapa langsung ga suka  biaya fee witdraw dan deposit k anjir gede amat  kalau trade pakai instan order   biayanya  kalau pakai limit order saldo bisa bisa nyangkut di server    yang mau download pikir lagi deh
93,2021-10-27 13:24:06,benerin server lu ampasss  udah sell berkali kaga bisa   masuk order aja kaga kan konyol jangan fee aja di gedein bikin server gak becus  kalau sekali x oke aja tapi ini sering kali  coba ojk turun tangan banyak yang dirugikan oleh indodax
94,2021-11-19 8:15:04,kenapa nggak bisa update terpaksa saya uninstall  tpi ketika mau install lagi  malah nggk bisa bisa  padahal kuota full kok  terpaksa transaksi pakai website
95,2021-10-28 0:32:57,saya mulai kecewa dengan fitur di indodax apalagi ketika mau jual apa mau beli ga realtime banget saya sering banget di rugikan ketika mau jual beli apalagi ga semua koin ada stop limit order masa kalah sama exange lain yang fiturnya lebih lengkap padahal indodax katnya exange nomer  tapi fasilitasnya masih  nanti kalau sudah ada perubahan yang lebih baik dari segi fitur jual beli saya koreksi bintangnya jadi  bintang untuk sekarang  bintang dulu karena masih kecewa terimakasih
96,2021-11-02 21:28:47,kecewa banget sama indodax       saya deposit sudah  jam gak masuk  saya email di respon x setelah itu ngilang  uang juga gak masuk sampe sekarang  tolong tanggung jawabnya ya  itu bukan uang yg sedikit lho            
97,2021-10-23 4:26:53,ah ga bagus ini apk  mau ganti nama karena nama saya beda dngan identitas ga bisa  padahal uang sy bnyak di pltfrom idx ini  pas mau wd  dan verifikasi identitas ditolak dalam alasan username beda dngan identitas  trus pas mau ganti username dan nama  ga bisa  ah aplikasih taik ini mah   
98,2021-10-05 11:41:16,tolong dong diperbaiki servernya atau masalah lainnya  saya deposit sdh lebih dr  hari beritanya diriwayat pending terus  selama ini tdk pernah ada kendala  setiap deposit selalu sukses tdk kurang dr  jam sdh masuk balance  padahal dari story diblockchain sdh terkirim sukses  saya jd ragu untuk deposit yg lebih besar  dengan nilai yg kecil saja agak lambat 
99,2021-10-28 9:20:25,hebat ya indodok  mau jual di harga tinggi  gak bisa  failed terus  sampai akhirnya jual rugi  kali lipat  di paling bawah  wkwkwk ini sama aja cukong  buat para pemula  don t investasions in here  isi nya mapia semua  kalian wajib pikir lagi
100,,memuat datanha lamaaaa
101,2021-12-02 21:04:48,aneh  aset coin tiba  hilang padahal sudah cek berkali  riwayat transaksi ngk ada jual sell  dan banyak coin yang sudah dibeli pada ilang    mending cepet  jual semua coin yang ada terus uninstal daripada nyesel kedepannya
102,2021-12-02 16:55:35,indodax   dengan sumber pengembang yg tidak menjelaskan asalnya  kemudian berkali kali menyelesaikan misi walaupun target harus tercapai  dan masih ditambah lagi harus jelas isi data nama dan nik  tentunya hal ini sangat penting bagi saya apakah uang nyata ini bermaksud mengumpulkan data ektp pengguna  pasti sangat riskan krn bagaimana bila data ktp kita dijebol oleh oknum tidak bertanggung jawab  maka kita perlu extra hati hati    
103,2021-12-02 16:28:06,wd nya lama mutasinya hilang
104,2021-11-30 6:27:15,knpa ulasanku dhpus  indodax tidak ada tanggung jwab sma sekali  saya beli market vidy nunggu  bulan blum naik malah informasi dri gmail  market vidy mai di hapus dri indodax  rugi bnyak sya
105,2021-11-13 12:00:06,misal mau jual udah pas harga tinggi belum cair  sekali cair dan di confir eh ternyata nominal udah turun  beda sama aplikasi yg lain  jual skrg nominal sekarang langsung di confir juga gak kayak aplikasi ini  mending ke aplikasi pintu jelas cair kan sekarang langsung di confir dan uang langsung cair  yg belum download pikir  x atau lebih buat download aplikasi ini
106,2021-12-02 9:57:15,naik tinggi banget padahal  eh duitnya dipotong jual beli sama aja  yg kaya indodax aja  nasabahnya banyakan yg buntung  liat ja bnyk   nya  bagilah yg ada nanti bangkrut pd kabur  jual di titik tertentu lngsung kena biaya dicancel ga balik  aplikasi tuyul  nti karyawannya di phk  terus maen krypto  dimakan sm developer lain  miskin lagi  karma berlaku cuuuy  malah bisa lebih parah   
107,2021-12-02 13:13:47,sangat merugikan
108,2021-12-02 13:12:19,sangat mengecewakan   saya menyimpan koin vidy di indodax dan saldo sanya menjadi nol    di makan oleh pihak indodax   dengan cara delist koin   tanpa berfikir bagaimana nasib pengguna
109,2021-12-02 13:04:42,biasakan sebelum instal baca ulasan    jika anda menggunakan aplikasi ini saya yakin anda akan kehilangan smua aset anda   karna indodax sekarang hanya mencari keuntungan semata   tanpa memikirkan penggunanya sama sekali
110,2021-12-02 12:53:35,hanya mencari keuntungan aplikasi semata   tanpa memikirkan kenyamanan pengguna   buat yang belum instal berpikirlah x untuk menggunakan indodax
111,2021-12-02 11:54:35,duh mau instal koment d bwh gx bgs gx jdi dech auto uninstal
112,2021-12-02 9:17:21,parah  deposit saya belum masuk sudah  hari ini  hubungi customer care email  chat sama aja  tidak ada tanggapan signifikan  sebenarnya customer care nya itu ada tidak sih  jawaban cuma boot doang 
113,2021-12-02 9:16:19,pindah platfrom sebelah aja disni bisa ke bobol udh verifikasi lama proses kendala ini lah itu lh bisa bisa jebol
114,2021-12-02 6:26:39,cs nya lama balasnya 🤦
115,2021-12-02 6:25:09,banyak potongan penyetoran dan penarikan😒
116,2021-12-02 5:10:15,aplikasi jelek grafik nya turun melulu  mending main binomo dah  karna jutaan orang sudah sadar kalau kita bisa habiskan uang jutaan rupiah hanya dengan berdiam diri sambil nungguin grafik binomtot
117,2021-12-02 2:28:58,tlg indodax jalin kerja sma dgn bank btn dong biar top up mbanking dri btn gampang    dan klw bisa potongan top up dan wdnya dikurangin   
118,2021-12-02 2:24:34,rugi  ribu  krn tranfers ke bunance udah  jam lbh belum masuk juga  mau nipu ya tidak ada solusi sama sekali 👎👎👎
119,2021-12-02 2:25:44,saya udah coba konfirmasi lewat gmail live chat ga ada tanggapan saldo coin saya yg di trus wallet di pindahkan ke indodax malah hilang padahal alamatnya udah bner
120,2021-12-02 1:11:15,koin vidyx kemana kok bisa ilang begitu saja  di riwayat juga ilang
