Date,Index,Content,Sentiment
2021-11-20 6:40:00,16,"Kirim koin ke trust wallet gagal mulu ? Ada apa gerangan indodax? Mau sampe kapan maintenance? G beres nih indodax, mending uninstal aja.. Jangan pakai aplikasi ini, buat pengalaman yg lain Koin jg banyak yg maintenance, g profesional",0
2021-11-26 14:37:46,17,"Mengecewakan sekali, Mau tarik tunai masih belum cair. Udah potongannya gede tapi lelet. Nyusahin nasabah Broo..",0
2021-11-06 10:31:17,18,"Kenapa aplikasi nya ga bisa d buka ,, cuma sampe masukin pin tapi ga terbuka aplikasibnya ?????",0
2021-12-01 8:02:12,19,Ini merugikan saya... Habis maintance coin yg saya buy sdh tdk ada lagi...yg terjadi sya rugi.... Ini penipuan..,0
2021-11-27 7:22:25,20,Bulan Oktober sudah diperingatkan OJK baru hari ini pengumuman delist. Informasi hanya untuk broker aja ya? Ngotak dikit kau.,0
2021-11-30 1:23:49,22,"Halo mengapa permohonan saya belum di ACC,kenapa akun indodax saya tiba tiba keluar sendiri terus pas mau masuk harus kirim kode otp sedang nomor hp yg saya daftarkan di indodax sudah hilang,dan saya sekarang sudah mencoba ganti nomor hp yg baru terus saya kirimkan foto KTP saya malah sampai sekarang belum di ACC,ini gimana keterusan nya!!!!!woi ini gimana kok belom ada kepastian cepat diatasi saldo diakunku 567jt tolong diatasi,gausah pake bahasa Inggris woi pake bahasa Indonesia..!!!!",1
2021-11-26 13:24:13,23,"sumpah lemot banged ini aplikasi , gw udah streaming video, main game, browsing lancar2 aja kecuali aplikasi indodax setelah update makin parah",0
2021-11-28 0:26:18,25,"aplikasi nya riber, kita sebagai investor verifikasi data aja susah. padahal ini aplikasi bukan kredit pinjaman. sampai sekarang akun saya di reject terus.",0
2021-11-17 0:34:36,26,Udah 2 kali di hapus dan duit gua srkarang nyangkut gabisa di tarik ga bisa di beliin ke koin tapi duit naik turun sesuai harga koin yay gua beli sebelum nya pedahal gua udah jual,0
2021-11-19 18:48:47,27,Min ni apk gimana masak gua order vidy di 23 nov 2021 di harga 21 masak tanggal 24 harga 21 idr gak clossing .. Gimana s indodax .. Katanya apk paling autentic .. Kok kyak gini bangkrut kah ?,0
2021-11-29 6:00:11,28,"Indodax 4n7ing..kenapa g ada pemberitahuan kalo vidy bakal di hapus dari indodax. Masih nyimpan koin msih berharap bulish tau tau hilang. Admin indodax mavia manipulasi uang treder,",0
2021-11-19 6:21:24,30,Data saya di Tokocrypto dan Binance bisa diverkfikasi. Tapi di indodax selalu gagal. Aneh.,0
2021-11-29 13:20:32,31,Tutup aja lah indodax dah ga profesional Keadaan darurat malah ilang. Verifikasi lama. Login ke akun butuh waktu seminggu nunggunya. Transfer butuh di tereakin call center nya. Enak makan gaji buta 🤣,0
2021-11-26 0:10:43,32,"MIN Kalau dari saya mah biyaya TF nya turunin sedikit, soal nya terlalu besar, bukan apa-apa kasian aja sama yang punya modal kecil dapet untung nya juga gak seberapa, bukan nya untung malah Buntung🤦‍♂️",0
2021-11-30 4:50:25,34,"Aplikasi sering lemot, buat jual apalagi lama banget al hasil jadi gagal. Ga sesuai sama biaya FEE nya buat WD yang terlalu mahal. Kalo mahal aplikasinya bagus dan ga sering eror sih it's oke. Ini sering eror, buat refresh aja lama banget. Tolong segera perbaiki sistemnya, dan buat CS segera tindak cepat buat yang mengalami kesulitan, udah sulit malah di persulit lagi sama CS nya. Thanks!",0
2021-11-20 12:45:46,35,"maling koin aurora chain dinikmati orang dalam.kaga sesuai ,perpindahan jaringan 1 token bukan official dari koin aurora sendiri .malah dari indodax sendiri.kecewa berat aplikasi indodax.lebi baik aplikasi diluar indodax",0
2021-11-20 0:13:46,36,"Gausah instal bro,, aplikasi pencuri uang,, masak saya withdraw ke trust wallet ga masuk padahal di indodax nya sukses, saya udah ngikutin cara yang bener juga,, di transfer kemana oi duit itu??,,, udah nanya melalui live chat jawaban nya cuma suruh nunggu lagi dalam proses,, proses apa??? Udah 4hari saya ni nunggu masak blm kelar juga,,,, udah balik aja duit itu langsung tak uninstal tapi itu juga kalau balik wkwk,,, udah gausah instal, kecewa!!",0
2021-11-20 3:29:23,38,"Masukan nih buat INDODAX, harusnya ada persentase keuntungan/kerugian nya di aplikasi HP nya, biar kita tahu berapa persen kerugian atau keuntungan kita dari pertama awal beli.... Jangan kalah sama sebelah... Terus biaya WD jangan terlalu mahal, kasian trader yang mau WD harian... Ane kasih bintang 1 dulu selama belum ada perubahan dari INDODAX ya...",2
2021-12-02 0:53:48,39,"Saya kecewa verifikasi selalu gagal dengan alasan foto ktp tidak sesuai dengan yang sekarang , dan alasan foto buram ... Udah hubungi CS tetap aja alasan yang sama . Padahal saya verifikasi di platform lain masih di terima , kenapa gak ada fitur finger print agar memudahkan user",0
2021-11-23 13:13:49,40,ini kenapa ya dari semalem tgl 19 nov 2021 aplikasi jadi susah banget dibuka.. udah install ulang pun sama aja padahal internet saya normal dan buat buka di 2 aplikasi exchange lainnya pun normal2 aja cuman di indodax aja error gak bisa kebuka,1
2021-11-14 7:39:45,41,Untuk pengalaman saya.. kalo mau investasi itu butuh modal besar.. kalo kecil percuma gan.. untung cuman 500 itu pun sudah besar.. nyesal udah top up.. kalo di tarik kepotong 25k,0
2021-11-23 2:56:47,42,"Mending ke warung sebelah aja.....dsni withdraw lama dan biaya mahal, gw udah pakai 2 apk bersamaan, ketika butuh cairin dana warung sebelah cuma hitungan jam lgsg cair...sdgkan dsni udah 3 hr blm jg ada tanda2 😒 kacau",0
2021-11-07 6:56:25,43,"Setelah di update Aplikasi jadi sangat lemot.. Buruk sekali. Transaksi trading saya jadi tersendat. Buka beranda lama, Buka market lama, Buka saldo lama, Tolonglah di perbaiki",0
2021-11-21 0:40:22,45,"UNTUK PENGGUNA BARU HATI HATI SEBELUM TRANSAKSI!!! Top up dari tanggal 30/11/21 sampai sekarang saldo nya masih belum masuk, sudah komplain, di oper oper terus, padahal cuma 150",0
2021-11-07 1:16:31,47,Udh gak recomendasi lagi...saya kasih bintang 1..kalau withdraw saya cpt di urusnya saya akan naikin..maaf ya..laporan sudah selesai tp gak ada mask tokenya..udh gak akan pakai lagi saya..masuk syukur gak mask yaudhhh,0
2021-11-14 12:59:57,48,"Banyak kali potongan biayanya dan penjualan kenapa ada minimal pula, biaya adminnya gila-gilaan",0
2021-11-20 2:33:11,49,"Bisa ga balasan dari tim indodax ga pesan otomatis gt... Banyak keluhan jawabanya sama.... ""Mohon maaf atas ....dst.... Ini pun pasti jawabanya pasti gt... Beda masalahnya 1 jawabanya...",0
2021-11-19 12:05:19,50,"Kapan ada coin sun di indodax? Saya mau beli tapa di indodax tidak ada. Padahal dimarket lain banyak, masa iya indodax tidak ada jual beli coin sun! Parah.!!!!?",0
2021-11-18 1:16:31,51,"Saya sudah pernah mendaftar sebelumnya. Tapi karena ada alasan tertentu saya menghapus akun saya. Sekarang saya mendaftar lagi dengan alamat email dan nomor hp yang sama. Pendaftaran lancar sampai tahap aktivasi akun, tetapi waktu coba login harus verifikasi SMS lewat nomor hp, saya tidak menerima 6 digit kode verifikasinya, waktu request kode juga cuma tertulis nomor hp sudah digunakan. Tolong bantu masalah saya",2
2021-11-20 2:02:16,52,"Pembayaran virtual account, untuk tf via BNI sudah ga ada, kenapa cuma ada 3 via pembayaran BCA, SINARMAS, MY BANK, kenapa? Aku mau depo nih malah jadi ribet -_-",0
2021-11-06 1:28:42,54,Kehilangan no hp ya udah kehilaangan akun... Kenapa kode otp harus lewat no hp.. sedangkn apa gunannya email... Saya sudah ikuti petunjuk kehilangan no hp tp dah 2 hari gak ada respon.... Dah lah 🐒🐒,0
2021-11-10 7:02:43,56,"Wkwkwkw pas beli koin yg harganya rendah lumayan banyak, abis maintenance lgsung hilang ... permainannya sangat bagus 🤣🤣",0
2021-11-20 1:05:50,57,"Masih banyak bug, server sering eror, terkadang tidak bisa pakai limit order,harus selalu menggunakan instan order, bukan masalah fee tapi limit order sangatlah penting untuk mendapatkan keuntungan maupun mengurangi kerugian.aplikasi sering diperbarui tapi tidak berpengaruh apa-apa.",1
2021-11-15 9:15:46,58,"Knpa inih indodax habis di updet ko gk bisa di buka apk nya sudah masukan pin juga,bintang 1 dlu,",0
2021-11-18 6:14:21,59,"Padahal berharap banget sm indodax, tp malah rugi, gbza jual beli cepet, kl lg naik cpet sering gbza beli, beli harus jauh diatas, fee jual beli mahal, grafik aneh, lg naek berhenti, udah turun dr angka beli baru jalan lagi, aneh..",0
2021-11-24 12:32:53,60,Mengapa saya login menggunakan email saya gak bisa ya kk.. Swya seorang pemula baru daftar tp gak bisa... Sdgkan no hp saya mau registerasi ulang sdh gak bisa... Mohon upgred ulang... 😭😭😭,1
2021-11-04 0:17:58,61,"Parah sih ini indodax,beli saham pas lagi turun 5-6%, Skrg naik di 4-5% malah turun saham saya, Permainan apa pula ini indodax, Saran jgn cba disini, Aman cuman katanya, Nyaman konon katannya",0
2021-11-10 7:09:49,64,"Tidak ada riwayat top up saldo , jadinya susah mengetahui saldo udah masuk belum. Persentase Plus minus pemegang koin juga tidak ada, jadinya harus ngitung sendiri.",1
2021-11-10 7:10:12,66,"Market kripto paling busuk di Indonesia, fee transaksi dan penarikan paling mahal tapi pelayanan paling busuk. Uang org triliunan di market masa kalo market lg rame servernya down. Malu2in! Tim IT nya pecat aja!",0
2021-11-15 2:42:02,67,"Ini kenapa verifikasi saya kok ditolak dengan alasan ktp foto buram ?? Astagfirullah... Awal2 alasannya foto ggak sama dg ktp saya sudah foto berkali2 bilang tidak sama..akhirnya setelah saya coba beberapakali akhirnya diproses, dan..dapet email katanya verifikasi ditolak karena foto buram.. Hellow...maunya anda apa?? Data saya sudah dianda smuamloh ya..foto diri saya,foto ktp kenapa masih dibilang alasan foto buram?? Tolong segera diproses,karena foto ktp saya juga sudah dianda !!",1
2021-11-09 13:16:20,68,"Kemana vidy???? Aku masih punya deposit tapi tiba"" ilang....!",0
2021-11-03 23:55:25,69,"Saya sudah verifikasi berkali2 tetep gagal, alasannya tidak menyantumkan foto indentitas sesuai ketentuan. Padahal udah sesuai Lo tapi malah gagal. Tolong benerin perbaikan kerjaaan lu",0
2021-11-30 2:44:05,70,HNST Tolong di delisted dari indodax. Koin gak jelas banyak yang beli malah turun.,2
2021-10-06 6:50:09,71,"Tolong balikin lagi saldo bnb saya ! Saya melakukan penarikan ke bsc tadi malam sekitaran jam 2 , di status sih tertera sukses tapi kok sampai sekarang belum juga masuk padahal sudah saya cek berkali-kali alamat penerima dan sudah benar , sudah kena potongan nya gede , nggak masuk lagi. . . Parah ni indodax. . . Saya coba cek TXid nya di bscscan tapi ngga ada riwayat sama sekali . . . Tolong balikin lagi saldo bnb saya. . . ! Alamat wallet penerima sudah benar tapi",0
2021-11-28 0:19:27,72,"Pelayanannya sekarang buruk, padahal saya sudah lama menggunakan indodax tapi sekarang kurang memuaskan. Saya WD dari kemarin belum masuk ke wallet saya, padahal di riwayat transaksi sudah sukses,bertanya kepada customer service jawabannya mohon menunggu,menunggu sampai kapan? Kalo sedang ada maintanance tolong dijelaskan. Apa karena semua koin harganya sedang naik? Jadi semua WD ditunda. Ini hanya keluhan saya pribadi, Terima kasih",0
2021-11-13 3:19:24,73,"Parah banget, gua yg harusnya cuan jadi rugi gara"" gabisa TP shiba gara"" Server error , kalau udah kek gini mau tanggung jawab gak lu min? Udah fee mahal, server bapuk, gua yg harusnya cuan jadi rugi, dah lah kalau gak ada solusi pindah binance aja gua",0
2021-11-06 8:24:24,74,"Beli koin aurora, trus mau jual di harga Rp23 pake metode limit order harga sering stuck di 22-23 tapi gak ke jual jual, ini gimana sih kok sistemnya kaya gini, mau pake instant order tapi males gak untung mlah buntung",0
2021-11-21 0:32:45,75,"sangat buruk proses withdrawnya disini.. saya punya aplikasi binance, tokocrypto, twt, dan hotbit proses withdraw sangat cepat.. tidak seperti indodax yang sangat lama.. ini sudah dua hari sejak saya withdraw dan status masih pending",0
2021-11-05 7:32:39,76,"Sistem kinerja jual beli nya sangat lambat & lelet, berbeda dengan aplikasi pintu & BNB, cara penarikan / transfer jga cukup mahal. Jd. Uninstall lg aja dah",0
2021-11-27 13:14:11,77,"Sungguh terlalu pemberitahuan koin crypto VIDYX dan VIDY terlambat bahwa mau delisting dri indodax, bnyak sekali kerugian milyaran sekian banyak orang termasuk saya👌 licik sekali.. Kasihan yg rugi puluhan juta bahkan ratusan juta apa lagi masa pandemi thank indodax 👌",0
2021-11-08 3:15:43,78,"Ini tiap saat maintenance terus, saldo saya tiba tiba ga ada bagaimana ceritanya, tolong jangan di bawa kabur uang masyarakat dan uang kami ya, tolomg kerja sama dan pengertian nya !!",0
2021-10-30 6:48:18,81,"Kenapa Indodax sering bgt error.... Begini terus,rugi nih.. Harusny cuan,jd buang(rugi) Tolonglah perbanyak maintenance setiap hari. Lalu informasikan kesetiap member(pengumuman) waktu maintenance. Agar kami tau,kapan harus trading.. Kalau tdk ada perubahan,Indodax akan kehilangan bnyak member..",0
2021-11-21 6:05:39,83,"Sistem verifikasi mengecewakan, udah nunggu 24 jam gataunya malah ditolak, padahal udah deposit disitu, tapi karna akun belum terverifikasi jadi nyangkut saldonya. Tolong diperbaiki & dipercepat sistem verifikasinya",0
2021-11-17 3:33:11,84,"Kenapa dari kemaren² tiba² saya tidak bisa login aplikasi mobile? Email, password, pin tdk berfungsi Muter² balik lagi di halaman depan terus Kalau tidak ada solusi Saya pindah apk sebelah aja dah..",0
2021-12-01 9:44:46,85,"Sangat kacau, support pun tidak 24 jam online. Jika ada permasalahan sangat lama dalam penanganan. Untuk kualitas support masih kalah jauh sama TokoKripto yang fast respon jam berapapun.",0
2021-11-08 6:49:33,86,"AWAS APLIKASI PENIPUAN kemaren istri saya deposit 100juta udah sukses padahal tapi pas saya buka tida masuk ke dompet saya di aplikasi ini, saya tanya di gmail cuman di minta tunggu 2-5 hari kerja, eh di tungguin gaada konfirmasi lagi, bilangnya ada gangguan sistem lah apa lah banyak alesan. Awas atiati yg mau instal ni aplikasi, jangan sampai kejadian spt saya terulang🥺 APLIKASI PENIPU, UNINSTALL LEBIH BAIK, adminya ga ramah juga malesin, semoga uangku balik lah ya ditunggu",0
2021-11-22 12:40:09,87,"Mantab indodax komentar gw dihapus, dikasih tau semalem lagi naik naik nya malah susah login bukanmya dibenerin malah rating komentar gw dihapus, MANTAB",0
2021-11-01 3:44:34,88,"Baru daftar udah disuguhi trouble, dengan jawaban email belum terdaftar, pada saat register ulang dengan jawaban udah terdaftar.... dibolak balik terus... ujung ujungny login diblokir.... gimana ini aplikasi gak jelas bingit...maaf🙏",0
2021-11-02 13:26:56,90,"Indodax tolong perbaiki lagi servernya, kemarin pas shiba lagi mau pump-pumpnya saya mau enty susah amat, delay terus, lemot, padahal, saya pakai wifi, pas mau take profit delay lagi, mau cencel order delay lagi, di situsnya juga sama, tolong perbaiki ya, dan tingkatkan lagi servernya",0
2021-10-28 13:29:28,92,"Baru pakai beberapa langsung ga suka, biaya fee witdraw dan deposit 25k anjir gede amat, kalau trade pakai instan order 3% biayanya, kalau pakai limit order saldo bisa-bisa nyangkut di server... Yang mau download pikir2 lagi deh",0
2021-10-31 14:44:15,93,"Benerin server lu ampasss, udah sell berkali2 kaga bisa , masuk order aja kaga kan konyol.jangan fee aja di gedein bikin server gak becus. Kalau sekali 2x oke2 aja tapi ini sering kali. Coba ojk turun tangan banyak yang dirugikan oleh indodax",0
2021-11-10 7:23:41,94,Kenapa nggak bisa update.terpaksa Saya uninstall..tpi ketika mau install lagi..malah nggk bisa bisa..padahal kuota full kok..terpaksa transaksi pakai website,0
2021-11-09 7:51:08,95,Saya mulai kecewa dengan fitur2 di indodax Apalagi ketika mau jual apa mau beli ga realtime banget saya sering banget di rugikan ketika mau jual/beli Apalagi ga semua koin ada stop limit order Masa kalah sama exange lain yang fiturnya lebih lengkap Padahal indodax katnya exange nomer 1 tapi fasilitasnya masih 0 Nanti kalau sudah ada perubahan yang lebih baik dari segi fitur jual beli saya koreksi bintangnya jadi 5 bintang Untuk sekarang 1 bintang dulu karena masih kecewa Terimakasih,0
2021-11-28 13:28:04,97,"Ah ga bagus ini apk, mau ganti nama karena nama saya beda dngan identitas ga bisa, padahal uang sy bnyak di pltfrom idx ini, pas mau WD, dan verifikasi identitas ditolak dalam alasan username beda dngan identitas, trus pas mau ganti username dan nama, ga bisa, ah aplikasih taik ini mah,!!",0
2021-10-26 2:33:12,98,Tolong dong diperbaiki servernya atau masalah lainnya. Saya deposit sdh lebih dr 1 hari beritanya diriwayat pending terus. Selama ini tdk pernah ada kendala. Setiap deposit selalu sukses tdk kurang dr 12 jam sdh masuk balance. Padahal dari story diblockchain sdh terkirim sukses. Saya jd ragu untuk deposit yg lebih besar. Dengan nilai yg kecil saja agak lambat.,0
2021-10-17 1:21:58,99,Hebat ya indodok..mau jual di harga tinggi..gak bisa..failed terus..sampai akhirnya jual rugi 3 kali lipat..di paling bawah..wkwkwk Ini sama aja cukong..buat para pemula..don't investasions in here..isi nya mapia semua..kalian wajib pikir2 lagi,0
2021-10-26 13:47:44,100,Memuat datanha lamaaaa,0
2021-10-27 1:50:05,102,"Indodax...Dengan sumber pengembang yg tidak menjelaskan asalnya, kemudian berkali-kali menyelesaikan misi walaupun target harus tercapai, dan masih ditambah lagi harus jelas isi data nama dan NIK, tentunya hal ini sangat penting bagi saya apakah Uang Nyata ini bermaksud mengumpulkan data eKTP pengguna? Pasti sangat riskan Krn bagaimana bila data KTP kita dijebol oleh oknum tidak bertanggung jawab? Maka kita perlu EXTRA HATI-HATI....",0
2021-10-15 2:44:53,103,Wd nya lama mutasinya hilang,0
2021-11-01 14:36:43,104,"Knpa ulasanku dhpus? Indodax tidak ada tanggung jwab sma sekali, saya Beli market vidy nunggu 6 bulan blum naik2 malah informasi dri gmail. Market vidy mai di hapus dri indodax, rugi bnyak sya",0
2021-11-02 21:32:24,105,"Misal mau jual udah pas harga tinggi belum cair"" sekali cair dan di confir eh ternyata nominal udah turun, beda sama aplikasi yg lain. Jual skrg nominal sekarang langsung di confir juga gak kayak aplikasi ini. Mending ke aplikasi pintu jelas cair kan sekarang langsung di confir dan uang langsung cair. Yg belum download pikir"" 2x atau lebih buat download aplikasi ini",0
2021-10-28 3:18:19,106,"Naik tinggi banget padahal, eh duitnya dipotong jual beli sama aja, yg kaya indodax aja, nasabahnya banyakan yg buntung, liat ja bnyk *1 nya, bagi2lah yg ada nanti bangkrut pd kabur. Jual di titik tertentu lngsung kena biaya dicancel ga balik, aplikasi tuyul, Nti karyawannya di PHK, terus maen krypto, dimakan sm developer lain, miskin lagi, karma berlaku cuuuy, malah bisa lebih parah...",0
2021-11-10 0:29:15,107,Sangat merugikan,0
2021-11-19 17:42:34,108,"Sangat mengecewakan , saya menyimpan koin VIDY di indodax dan saldo Sanya menjadi nol... Di makan oleh pihak indodax , dengan cara delist koin , tanpa berfikir bagaimana nasib pengguna",0
2021-10-27 0:20:58,109,"Biasakan sebelum instal baca ulasan .. Jika anda menggunakan aplikasi ini saya yakin anda akan kehilangan smua aset Anda , karna indodax sekarang hanya mencari keuntungan semata , tanpa memikirkan penggunanya sama sekali",1
2021-11-01 14:29:37,110,"Hanya mencari keuntungan aplikasi semata , tanpa memikirkan kenyamanan pengguna , buat yang belum instal berpikirlah 1000x untuk menggunakan indodax",0
2021-10-29 0:21:50,111,Duh mau instal koment2 d Bwh gx bgs gx jdi dech auto uninstal,0
2021-11-02 23:47:16,112,"Parah! Deposit saya belum masuk sudah 3 hari ini. Hubungi customer care email, chat sama aja. Tidak ada tanggapan signifikan. Sebenarnya customer care nya itu ada tidak sih? Jawaban cuma boot doang.",0
2021-11-07 8:31:44,113,"Pindah platfrom sebelah aja disni bisa ke bobol,udh verifikasi lama proses kendala ini lah itu lh bisa bisa jebol",0
2021-10-27 13:24:06,115,Banyak potongan penyetoran dan penarikan😒,0
2021-11-19 8:15:04,116,"Aplikasi jelek grafik nya turun melulu, mending main binomo dah .karna jutaan orang sudah sadar kalau kita bisa habiskan uang jutaan rupiah hanya dengan berdiam diri sambil nungguin grafik binomtot",0
2021-10-28 0:32:57,118,"rugi 50 ribu, krn tranfers ke bunance udah 7 jam lbh belum masuk juga, mau nipu ya?tidak ada solusi sama sekali 👎👎👎",0
2021-11-02 21:28:47,119,Saya udah coba konfirmasi lewat Gmail live chat ga ada tanggapan saldo coin saya yg di trus wallet di pindahkan ke indodax malah hilang padahal alamatnya udah bner,0
2021-10-23 4:26:53,121,Sebagai platform terbesar di Indonesia harus nya konsisten setiap jaul aset selalu delay gak konsisten,1
2021-10-05 11:41:16,122,Mau login mental terus ada apa si indodax?,0
2021-10-28 9:20:25,125,Gagal terus................ Uninstal.,0
,126,Exchange tolol Exchange scam gw wd busd dari indodax tolol ke binance ga masuk masuk ribet bener harus ngisi form segala Exchange lokal tolol,0
2021-12-02 21:04:48,131,Mohon diperbaiki aplikasinya veripikasi akun gagal terus sampai harus gunakan nomor HP baru,0
2021-12-02 16:55:35,132,Parah sij,0
2021-12-02 16:28:06,135,Kecewa sama indodax harga di marketcap sama indodax jauh jauhan ga update rugi,0
2021-11-30 6:27:15,136,Knpayya setiap saya daftar di indodax disuruh masukkan saya alamat email yg benar tatapi selalu disuruh masukkan padahal kan udah moga diperbaiki min,1
2021-11-13 12:00:06,139,Kenapa pin saya gak bisa min maaf dan kenapa saya perbarui gak dpt kode otp,1
2021-12-02 9:57:15,140,Deposit bayar 4 ribu dan withdraw bayar 25 ribu ditambah transaksi sering maintenance,1
2021-12-02 13:13:47,141,"Tolong indodax buat presentase profit setelah coin dibeli, agar kita tahu kerugian/keuntungan dari coin tersebut",2
2021-12-02 13:12:19,142,Apk penipu 👎👎,0
2021-12-02 13:04:42,143,Gini amat .... Biyaya pnarikan nya masa iya sampe 25 rb ga kya broker sblh pling bsr 5 rb....,0
2021-12-02 12:53:35,150,Selalu salah masuk pin padahal sudah benar input pin baru tetapi tetap salah pin,1
2021-12-02 11:54:35,153,Good,2
2021-12-02 9:17:21,156,Mau nanya saja harus nunggu antrian EMGnya ga ada lagih yh pegawainya hadeh live chat saja harus nunggu antrian,0
2021-12-02 9:16:19,161,"Maintenence terus tapi tetep aja busuk! Oh iya candle kamu yang kendalikan sama si anu, lupa aku... 😂",0
2021-12-02 6:26:39,162,"biaya admin ke trusswallet mahal banget 65rb, padahal cuma punya saldo 90rb, over price",0
2021-12-02 6:25:09,165,"BAJIIINGAN APLIKASI,SEMAKIN LAMA SEMAKIN MARUK FEE NYA,,OTAK OTAK KADAL DUIT DOANG,BIAYA TF SAMA YG MAU DI TF MALAH JD BEBAN,,YG PEMBUAT NYA OTAK PEPEK MESUM PGN CPT KAYA TP GA MIKIR",0
2021-12-02 5:10:15,167,"Kenapa lambat sekali, jenuh",0
2021-12-02 2:28:58,168,"Harga selisih jauh sma pasar..kmren gw liht di tokocrypto BTC hrgnya 828 jt, d indodax 823 wkwk",1
2021-12-02 2:24:34,169,Listing coin dipilih dong.. Sangkut ATT rugi 6jt Sangkut vidyx sangkut 20jt 😫😖😭😭😭😭😭😭😭,1
2021-12-02 2:25:44,170,Delist saja btc/bitcoin dari indodax coin sampah,1
2021-12-02 1:11:15,171,tarik duit lama masuk ud 6jam um masuk2,0
2021-12-02 1:07:25,175,apk babi gw ngirim 4 dolar nggk msuk2 kta nya hilang tpi bisa d balikin malah mala hrus bayar 100.000 dasar apk penipu,0
2021-12-02 1:04:08,177,"Jelek gk bertanggung jawab mau delisting gk ada tanggung jawabnya,,,, harusnya pihak idx mempertimbangkan orang orang yg hold token vidy!!!",0
2021-12-02 0:56:33,179,kecewa parah,0
2021-12-02 0:53:48,181,Katanya terbesar di indonesia. Tapi ada masalah pada pengguna.lamanya minta ampun,0
2021-12-02 0:51:33,183,"Yang mau download terus niat nya mau invest,, mending pikir2 dulu,, sekedar mengingatkan jangan berfikir bisa kaya mendadak,, invest di indodax meskipun di awasi ojk, tetap aja kripto yg ingin kita investkan belum tentu aman.. so gw saranin kalo mau invest mending di bitcoin.",2
2021-12-02 0:18:47,186,Deposit lambat,0
2021-12-01 13:10:02,187,"merugikan,",1
